ID_Pedido;Unidades;Precio Unitario;Total Venta;Línea de Producto;Código de Producto;País;Territorio
3;27;100;3884,76;Classic Cars;S18_2870;Norway;EMEA
8;38;100;4965,84;Classic Cars;S18_2870;USA;NA
14;27;100;4169,88;Classic Cars;S18_2870;USA;NA
7;40;100;4910,4;Classic Cars;S18_2870;Spain;EMEA
5;24;100;3231,36;Classic Cars;S18_2870;USA;NA
12;44;100;6853,44;Classic Cars;S18_2870;France;EMEA
2;37;100;5177,04;Classic Cars;S18_2870;UK;EMEA
3;20;100;2824,8;Classic Cars;S18_2870;Italy;EMEA
3;39;100;4324,32;Classic Cars;S18_2870;USA;NA
1;44;100;5052,96;Classic Cars;S18_2870;Switzerland;EMEA
5;22;100;3223,44;Classic Cars;S18_2870;Norway;EMEA
10;43;100;5278,68;Classic Cars;S18_2870;Spain;EMEA
7;27;100;2851,2;Classic Cars;S18_2870;USA;NA
10;26;64,9;1687,4;Classic Cars;S18_2870;USA;NA
3;25;52,32;1308;Classic Cars;S18_2870;France;EMEA
2;98;100;12289,2;Classic Cars;S18_2870;Belgium;EMEA
5;58;100;10254,4;Classic Cars;S18_2870;Spain;EMEA
12;41;100;6386,16;Classic Cars;S18_2870;USA;NA
2;55;100;7695,6;Classic Cars;S18_2870;Austria;EMEA
12;27;83,07;2242,89;Vintage Cars;S18_2949;Norway;EMEA
2;23;100;2539,89;Vintage Cars;S18_2949;Sweden;EMEA
12;31;90,17;2795,27;Vintage Cars;S18_2949;Spain;EMEA
1;46;100;5545,76;Vintage Cars;S18_2949;Australia;APAC
9;47;91,18;4285,46;Vintage Cars;S18_2949;Singapore;Japan
2;31;100;3329,09;Vintage Cars;S18_2949;USA;NA
5;46;100;5592,22;Vintage Cars;S18_2949;Australia;APAC
9;37;89,15;3298,55;Vintage Cars;S18_2949;USA;NA
1;28;93,21;2609,88;Vintage Cars;S18_2949;Australia;APAC
7;37;90,17;3336,29;Vintage Cars;S18_2949;Canada;NA
4;49;100;5510,05;Vintage Cars;S18_2949;USA;NA
3;24;100;2504,4;Vintage Cars;S18_2949;USA;NA
1;30;100;3525,6;Vintage Cars;S18_2949;Spain;EMEA
1;50;88,14;4407;Vintage Cars;S18_2949;USA;NA
10;31;96,24;2983,44;Vintage Cars;S18_2949;Australia;APAC
3;46;100;5126,24;Vintage Cars;S18_2949;Italy;EMEA
12;47;100;5713,79;Vintage Cars;S18_2949;Sweden;EMEA
7;46;100;4613,8;Vintage Cars;S18_2949;France;EMEA
4;37;100;3711,1;Vintage Cars;S18_2949;USA;NA
12;33;100;3524,73;Vintage Cars;S18_2949;USA;NA
5;31;90,17;2795,27;Vintage Cars;S18_2949;USA;NA
9;48;100;4814,4;Vintage Cars;S18_2949;Australia;APAC
6;41;87,13;3572,33;Vintage Cars;S18_2949;USA;NA
1;42;100;4581,36;Vintage Cars;S18_2949;USA;NA
8;41;100;4319,76;Vintage Cars;S18_2949;USA;NA
6;64;45,25;2896;Vintage Cars;S18_2949;Australia;APAC
1;10;88,14;881,4;Vintage Cars;S18_2949;Belgium;EMEA
14;35;57,46;2011,1;Vintage Cars;S18_2957;Norway;EMEA
2;28;64,33;1801,24;Vintage Cars;S18_2957;USA;NA
14;46;73,7;3390,2;Vintage Cars;S18_2957;Spain;EMEA
3;20;71,2;1424;Vintage Cars;S18_2957;Australia;APAC
11;30;49,97;1499,1;Vintage Cars;S18_2957;Singapore;Japan
4;48;69,96;3358,08;Vintage Cars;S18_2957;USA;NA
2;28;53,72;1504,16;Vintage Cars;S18_2957;Italy;EMEA
11;39;68,08;2655,12;Vintage Cars;S18_2957;USA;NA
3;24;51,84;1244,16;Vintage Cars;S18_2957;Australia;APAC
9;28;67,46;1888,88;Vintage Cars;S18_2957;Canada;NA
6;31;58,71;1820,01;Vintage Cars;S18_2957;USA;NA
5;45;63,71;2866,95;Vintage Cars;S18_2957;USA;NA
3;24;58,09;1394,16;Vintage Cars;S18_2957;Spain;EMEA
3;49;53,72;2632,28;Vintage Cars;S18_2957;USA;NA
1;32;63,08;2018,56;Vintage Cars;S18_2957;Austria;EMEA
5;43;68,71;2954,53;Vintage Cars;S18_2957;Italy;EMEA
14;37;50,59;1871,83;Vintage Cars;S18_2957;Sweden;EMEA
9;24;64,96;1559,04;Vintage Cars;S18_2957;France;EMEA
6;35;53,72;1880,2;Vintage Cars;S18_2957;USA;NA
13;41;29,87;1224,67;Vintage Cars;S18_2957;USA;NA
17;26;100;2979,08;Vintage Cars;S18_2957;UK;EMEA
10;34;64,96;2208,64;Vintage Cars;S18_2957;Australia;APAC
5;49;70,58;3458,42;Vintage Cars;S18_2957;USA;NA
6;28;44,21;1237,88;Vintage Cars;S18_2957;USA;NA
4;40;68,08;2723,2;Vintage Cars;S18_2957;USA;NA
3;74;59,96;4437,04;Vintage Cars;S18_2957;Austria;EMEA
3;31;53,72;1665,32;Vintage Cars;S18_2957;Belgium;EMEA
18;41;83,44;3421,04;Ships;S18_3029;Italy;EMEA
9;21;89,46;1878,66;Ships;S18_3029;Austria;EMEA
2;40;96,34;3853,6;Ships;S18_3029;USA;NA
13;46;74,84;3442,64;Ships;S18_3029;USA;NA
11;44;79,14;3482,16;Ships;S18_3029;Finland;EMEA
7;46;73,12;3363,52;Ships;S18_3029;Sweden;EMEA
10;41;81,72;3350,52;Ships;S18_3029;France;EMEA
7;32;89,46;2862,72;Ships;S18_3029;UK;EMEA
4;46;87,74;4036,04;Ships;S18_3029;Spain;EMEA
6;28;100;2817,92;Ships;S18_3029;USA;NA
10;49;94,62;4636,38;Ships;S18_3029;USA;NA
1;21;73,98;1553,58;Ships;S18_3029;USA;NA
15;32;84,3;2697,6;Ships;S18_3029;Spain;EMEA
2;34;98,06;3334,04;Ships;S18_3029;Belgium;EMEA
4;21;98,06;2059,26;Ships;S18_3029;Canada;NA
13;21;96,34;2023,14;Ships;S18_3029;Germany;EMEA
7;31;83,44;2586,64;Ships;S18_3029;USA;NA
15;21;94,62;1987,02;Ships;S18_3029;UK;EMEA
5;25;45,86;1146,5;Ships;S18_3029;Denmark;EMEA
3;28;82,58;2312,24;Ships;S18_3029;Belgium;EMEA
6;43;64,97;2793,71;Ships;S18_3029;Spain;EMEA
5;22;86,74;1908,28;Ships;S18_3029;Finland;EMEA
5;74;93,01;6882,74;Ships;S18_3029;Spain;EMEA
18;28;72,26;2023,28;Ships;S18_3029;France;EMEA
7;60;74,84;4490,4;Ships;S18_3029;USA;NA
1;88;73,98;6510,24;Ships;S18_3029;USA;NA
13;25;100;2539,5;Vintage Cars;S18_3136;Norway;EMEA
1;43;100;4818,15;Vintage Cars;S18_3136;USA;NA
13;30;97,39;2921,7;Vintage Cars;S18_3136;Spain;EMEA
2;20;90,06;1801,2;Vintage Cars;S18_3136;Australia;APAC
10;26;100;2804,36;Vintage Cars;S18_3136;Singapore;Japan
3;40;100;4900,8;Vintage Cars;S18_3136;USA;NA
1;31;89,01;2759,31;Vintage Cars;S18_3136;Italy;EMEA
10;22;100;2488,2;Vintage Cars;S18_3136;USA;NA
2;23;100;2769,89;Vintage Cars;S18_3136;Australia;APAC
8;30;100;3581,4;Vintage Cars;S18_3136;Canada;NA
5;49;100;5285,14;Vintage Cars;S18_3136;USA;NA
4;31;100;3181,53;Vintage Cars;S18_3136;USA;NA
2;29;100;3340,51;Vintage Cars;S18_3136;Spain;EMEA
2;37;84,82;3138,34;Vintage Cars;S18_3136;USA;NA
11;38;100;4775,08;Vintage Cars;S18_3136;Australia;APAC
4;29;100;3006,43;Vintage Cars;S18_3136;Italy;EMEA
13;23;100;2866,26;Vintage Cars;S18_3136;Sweden;EMEA
8;26;85,87;2232,62;Vintage Cars;S18_3136;France;EMEA
5;38;100;4457,02;Vintage Cars;S18_3136;USA;NA
7;48;47,04;2257,92;Vintage Cars;S18_3136;USA;NA
18;40;39,8;1592;Vintage Cars;S18_3136;UK;EMEA
11;45;100;4948,2;Vintage Cars;S18_3136;Australia;APAC
4;44;100;5160,76;Vintage Cars;S18_3136;USA;NA
5;21;94,22;1978,62;Vintage Cars;S18_3136;USA;NA
5;35;100;4288,2;Vintage Cars;S18_3136;USA;NA
2;58;86,92;5041,36;Vintage Cars;S18_3136;Austria;EMEA
2;21;84,82;1781,22;Vintage Cars;S18_3136;Belgium;EMEA
11;22;100;3065,04;Vintage Cars;S18_3140;Denmark;EMEA
5;26;100;3551,34;Vintage Cars;S18_3140;Singapore;Japan
2;41;100;5544,02;Vintage Cars;S18_3140;Spain;EMEA
8;47;100;6034,33;Vintage Cars;S18_3140;USA;NA
7;31;100;3641,57;Vintage Cars;S18_3140;Spain;EMEA
2;43;100;6930,74;Vintage Cars;S18_3140;USA;NA
9;23;100;3675,63;Vintage Cars;S18_3140;Spain;EMEA
9;28;100;3442,04;Vintage Cars;S18_3140;USA;NA
1;49;100;6893,81;Vintage Cars;S18_3140;USA;NA
9;24;100;2622,48;Vintage Cars;S18_3140;France;EMEA
3;33;100;4417,38;Vintage Cars;S18_3140;Belgium;EMEA
6;22;100;3606,02;Vintage Cars;S18_3140;UK;EMEA
12;32;100;3802,56;Vintage Cars;S18_3140;USA;NA
13;40;100;5026,4;Vintage Cars;S18_3140;Belgium;EMEA
1;43;100;6695,53;Vintage Cars;S18_3140;USA;NA
4;24;100;2819,28;Vintage Cars;S18_3140;Italy;EMEA
9;32;100;3759,04;Vintage Cars;S18_3140;UK;EMEA
1;20;100;2731,8;Vintage Cars;S18_3140;Denmark;EMEA
9;24;69,12;1658,88;Vintage Cars;S18_3140;Norway;EMEA
12;48;100;5778,24;Vintage Cars;S18_3140;France;EMEA
1;44;100;5191,12;Vintage Cars;S18_3140;Spain;EMEA
3;28;100;3862,88;Vintage Cars;S18_3140;Japan;Japan
9;24;61,52;1476,48;Vintage Cars;S18_3140;Spain;EMEA
2;33;100;5273,73;Vintage Cars;S18_3140;USA;NA
12;82;100;9744,06;Vintage Cars;S18_3140;USA;NA
13;23;100;4556,99;Classic Cars;S18_3232;Spain;EMEA
5;46;100;8257;Classic Cars;S18_3232;USA;NA
4;48;100;8209,44;Classic Cars;S18_3232;France;EMEA
3;25;100;3598,5;Classic Cars;S18_3232;France;EMEA
15;22;100;3837,24;Classic Cars;S18_3232;USA;NA
3;41;100;8331,61;Classic Cars;S18_3232;France;EMEA
9;34;100;4836,5;Classic Cars;S18_3232;Finland;EMEA
14;32;100;5418,88;Classic Cars;S18_3232;Australia;APAC
7;21;100;3734,01;Classic Cars;S18_3232;Finland;EMEA
1;20;100;3996,4;Classic Cars;S18_3232;USA;NA
16;47;100;8754,69;Classic Cars;S18_3232;Singapore;Japan
3;39;100;5481,45;Classic Cars;S18_3232;Canada;NA
5;29;100;4419,89;Classic Cars;S18_3232;UK;EMEA
7;45;100;6324,75;Classic Cars;S18_3232;Norway;EMEA
10;28;100;4409,72;Classic Cars;S18_3232;Spain;EMEA
12;26;100;3918,46;Classic Cars;S18_3232;USA;NA
10;50;100;7620,5;Classic Cars;S18_3232;USA;NA
1;48;100;8291,04;Classic Cars;S18_3232;Spain;EMEA
11;25;100;3937,25;Classic Cars;S18_3232;USA;NA
11;40;100;5554,4;Classic Cars;S18_3232;Spain;EMEA
2;43;100;6407,86;Classic Cars;S18_3232;Switzerland;EMEA
5;22;100;4172,52;Classic Cars;S18_3232;USA;NA
1;47;100;7083,37;Classic Cars;S18_3232;Finland;EMEA
9;36;100;7132,68;Classic Cars;S18_3232;Spain;EMEA
6;40;100;6773,6;Classic Cars;S18_3232;UK;EMEA
8;27;100;3657,69;Classic Cars;S18_3232;Singapore;APAC
7;29;100;4812,55;Classic Cars;S18_3232;Italy;EMEA
9;20;100;3928,6;Classic Cars;S18_3232;USA;NA
7;42;100;6401,22;Classic Cars;S18_3232;USA;NA
5;25;100;4191,25;Classic Cars;S18_3232;USA;NA
5;36;100;5852,52;Classic Cars;S18_3232;Switzerland;EMEA
12;21;100;2844,87;Classic Cars;S18_3232;USA;NA
9;23;100;4011,66;Classic Cars;S18_3232;Norway;EMEA
9;37;100;7455,87;Classic Cars;S18_3232;USA;NA
3;48;100;8940,96;Classic Cars;S18_3232;Germany;EMEA
3;25;100;4572,25;Classic Cars;S18_3232;Canada;NA
11;33;100;5700,09;Classic Cars;S18_3232;USA;NA
12;27;100;3155,49;Classic Cars;S18_3232;USA;NA
11;27;100;4170,69;Classic Cars;S18_3232;USA;NA
3;20;100;2878,8;Classic Cars;S18_3232;Sweden;EMEA
4;30;100;5029,5;Classic Cars;S18_3232;Australia;APAC
6;48;100;7396,8;Classic Cars;S18_3232;USA;NA
12;32;93,49;2991,68;Classic Cars;S18_3232;Spain;EMEA
1;68;100;12551,44;Classic Cars;S18_3232;Belgium;EMEA
9;27;56,85;1534,95;Classic Cars;S18_3232;Australia;APAC
3;78;100;14529,06;Classic Cars;S18_3232;Finland;EMEA
6;47;100;6869,05;Classic Cars;S18_3232;Spain;EMEA
5;22;100;3353,02;Classic Cars;S18_3232;Spain;EMEA
1;55;100;8289,05;Classic Cars;S18_3232;France;EMEA
9;120;100;23775,6;Classic Cars;S18_3232;Spain;EMEA
6;35;100;5926,9;Classic Cars;S18_3232;Austria;EMEA
8;28;100;3793,16;Classic Cars;S18_3232;France;EMEA
13;38;100;4330,1;Trains;S18_3259;Denmark;EMEA
7;21;95,8;2011,8;Trains;S18_3259;Singapore;Japan
4;41;100;4837,18;Trains;S18_3259;Spain;EMEA
10;22;97,81;2151,82;Trains;S18_3259;USA;NA
9;29;88,74;2573,46;Trains;S18_3259;Spain;EMEA
1;50;100;5344,5;Trains;S18_3259;Singapore;Japan
11;29;100;3070,52;Trains;S18_3259;Spain;EMEA
11;49;80,67;3952,83;Trains;S18_3259;USA;NA
3;35;100;3564,75;Trains;S18_3259;USA;NA
11;48;100;5614,56;Trains;S18_3259;France;EMEA
5;23;80,67;1855,41;Trains;S18_3259;Belgium;EMEA
8;48;95,8;4598,4;Trains;S18_3259;UK;EMEA
14;42;100;5082,42;Trains;S18_3259;USA;NA
15;47;100;5450,59;Trains;S18_3259;Belgium;EMEA
3;36;100;4174,92;Trains;S18_3259;USA;NA
6;22;100;2418,24;Trains;S18_3259;Italy;EMEA
11;40;91,76;3670,4;Trains;S18_3259;UK;EMEA
3;23;100;2481,7;Trains;S18_3259;Denmark;EMEA
6;32;100;3807,68;Trains;S18_3259;Sweden;EMEA
7;21;100;2230,41;Trains;S18_3259;France;EMEA
2;41;93,04;3814,64;Trains;S18_3259;Spain;EMEA
5;25;84,71;2117,75;Trains;S18_3259;Japan;Japan
12;26;100;3340,48;Trains;S18_3259;Spain;EMEA
4;24;89,75;2154;Trains;S18_3259;USA;NA
14;96;100;11616,96;Trains;S18_3259;USA;NA
9;26;68,35;1777,1;Classic Cars;S18_3278;Philippines;Japan
13;21;73,17;1536,57;Classic Cars;S18_3278;France;EMEA
10;45;78;3510;Classic Cars;S18_3278;USA;NA
10;36;86,04;3097,44;Classic Cars;S18_3278;USA;NA
5;21;81,21;1705,41;Classic Cars;S18_3278;USA;NA
5;32;70,76;2264,32;Classic Cars;S18_3278;Australia;APAC
17;30;82,82;2484,6;Classic Cars;S18_3278;Norway;EMEA
6;36;94,88;3415,68;Classic Cars;S18_3278;Germany;EMEA
11;33;86,04;2839,32;Classic Cars;S18_3278;Spain;EMEA
5;35;78;2730;Classic Cars;S18_3278;France;EMEA
12;37;95,69;3540,53;Classic Cars;S18_3278;Switzerland;EMEA
6;41;73,17;2999,97;Classic Cars;S18_3278;Denmark;EMEA
2;20;76,39;1527,8;Classic Cars;S18_3278;France;EMEA
2;45;86,84;3907,8;Classic Cars;S18_3278;Australia;APAC
6;38;69,96;2658,48;Classic Cars;S18_3278;USA;NA
15;43;70,76;3042,68;Classic Cars;S18_3278;Switzerland;EMEA
8;49;78,8;3861,2;Classic Cars;S18_3278;Germany;EMEA
13;27;80,41;2171,07;Classic Cars;S18_3278;Germany;EMEA
1;46;73,98;3403,08;Classic Cars;S18_3278;USA;NA
10;38;59,1;2245,8;Classic Cars;S18_3278;USA;NA
5;25;66,74;1668,5;Classic Cars;S18_3278;Australia;APAC
10;92;60,3;5547,6;Classic Cars;S18_3278;Finland;EMEA
4;44;100;4928;Classic Cars;S18_3278;Spain;EMEA
9;80;100;10983,2;Classic Cars;S18_3278;USA;NA
16;46;100;4791,82;Vintage Cars;S18_3320;Norway;EMEA
4;39;100;4178,85;Vintage Cars;S18_3320;USA;NA
16;38;82,34;3128,92;Vintage Cars;S18_3320;Spain;EMEA
5;30;100;3095,4;Vintage Cars;S18_3320;Australia;APAC
2;42;94,25;3958,5;Vintage Cars;S18_3320;USA;NA
6;43;100;4991,44;Vintage Cars;S18_3320;USA;NA
4;29;95,24;2761,96;Vintage Cars;S18_3320;Italy;EMEA
1;33;86,31;2848,23;Vintage Cars;S18_3320;USA;NA
5;32;79,37;2539,84;Vintage Cars;S18_3320;Australia;APAC
11;28;87,3;2444,4;Vintage Cars;S18_3320;Canada;NA
8;41;100;4555,92;Vintage Cars;S18_3320;USA;NA
1;33;100;3666,96;Vintage Cars;S18_3320;France;EMEA
5;36;84,33;3035,88;Vintage Cars;S18_3320;Spain;EMEA
5;26;89,29;2321,54;Vintage Cars;S18_3320;USA;NA
7;34;100;3474,46;Vintage Cars;S18_3320;Italy;EMEA
2;26;96,23;2501,98;Vintage Cars;S18_3320;USA;NA
11;38;100;3958,46;Vintage Cars;S18_3320;France;EMEA
8;33;100;3535,95;Vintage Cars;S18_3320;USA;NA
2;33;91,27;3011,91;Vintage Cars;S18_3320;Germany;EMEA
2;46;100;11336,7;Vintage Cars;S18_3320;USA;NA
12;26;100;2656,94;Vintage Cars;S18_3320;Australia;APAC
3;25;100;2604,25;Vintage Cars;S18_3320;USA;NA
4;45;73,08;3288,6;Vintage Cars;S18_3320;USA;NA
7;50;100;8935,5;Vintage Cars;S18_3320;USA;NA
1;72;100;8071,92;Vintage Cars;S18_3320;Austria;EMEA
5;21;89,29;1875,09;Vintage Cars;S18_3320;Belgium;EMEA
8;29;100;4049,56;Classic Cars;S18_3482;Philippines;Japan
12;21;100;2469,39;Classic Cars;S18_3482;France;EMEA
9;42;100;5432,7;Classic Cars;S18_3482;USA;NA
9;37;100;4405,22;Classic Cars;S18_3482;USA;NA
4;25;100;3638;Classic Cars;S18_3482;USA;NA
4;36;100;4444,92;Classic Cars;S18_3482;Australia;APAC
16;22;100;3395,48;Classic Cars;S18_3482;Norway;EMEA
5;23;100;3414,58;Classic Cars;S18_3482;Germany;EMEA
10;32;100;5127,04;Classic Cars;S18_3482;Spain;EMEA
4;28;100;3745,28;Classic Cars;S18_3482;France;EMEA
11;27;100;4564,08;Classic Cars;S18_3482;Switzerland;EMEA
5;49;100;6554,24;Classic Cars;S18_3482;Denmark;EMEA
1;41;100;6749,83;Classic Cars;S18_3482;France;EMEA
1;49;100;8427,02;Classic Cars;S18_3482;Australia;APAC
5;30;100;3924,6;Classic Cars;S18_3482;USA;NA
14;40;100;6761,6;Classic Cars;S18_3482;Switzerland;EMEA
7;23;100;3786,49;Classic Cars;S18_3482;Germany;EMEA
12;49;100;6266,12;Classic Cars;S18_3482;Germany;EMEA
5;25;100;3491;Classic Cars;S18_3482;Sweden;EMEA
3;37;100;4405,22;Classic Cars;S18_3482;Philippines;Japan
7;55;100;6548,3;Classic Cars;S18_3482;Australia;APAC
7;23;100;3177,91;Classic Cars;S18_3482;Spain;EMEA
11;48;100;8285,28;Classic Cars;S18_3482;Finland;EMEA
10;86;96,49;8298,14;Classic Cars;S18_3482;Spain;EMEA
1;100;100;14794;Classic Cars;S18_3482;USA;NA
2;47;100;6241,6;Classic Cars;S18_3685;USA;NA
4;34;100;5331,88;Classic Cars;S18_3685;France;EMEA
4;31;100;5124,3;Classic Cars;S18_3685;France;EMEA
11;28;100;3639,44;Classic Cars;S18_3685;Australia;APAC
10;36;100;5544;Classic Cars;S18_3685;Denmark;EMEA
8;48;100;5493,12;Classic Cars;S18_3685;USA;NA
4;39;100;5785,26;Classic Cars;S18_3685;Norway;EMEA
9;45;100;5340,6;Classic Cars;S18_3685;USA;NA
15;35;100;5735,8;Classic Cars;S18_3685;USA;NA
8;45;100;6357,6;Classic Cars;S18_3685;Spain;EMEA
6;46;100;7343,9;Classic Cars;S18_3685;USA;NA
1;37;100;5959,22;Classic Cars;S18_3685;Japan;Japan
3;31;100;4029,38;Classic Cars;S18_3685;UK;EMEA
4;33;100;5035,14;Classic Cars;S18_3685;Italy;EMEA
4;31;100;4116,8;Classic Cars;S18_3685;USA;NA
2;27;100;4310,55;Classic Cars;S18_3685;Switzerland;EMEA
6;39;100;6446,7;Classic Cars;S18_3685;Norway;EMEA
11;32;100;3616,64;Classic Cars;S18_3685;Spain;EMEA
8;28;100;4232,76;Classic Cars;S18_3685;USA;NA
12;26;67,91;1765,66;Classic Cars;S18_3685;USA;NA
2;44;84,88;3734,72;Classic Cars;S18_3685;France;EMEA
6;92;100;9616,76;Classic Cars;S18_3685;USA;NA
4;64;70,83;4533,12;Classic Cars;S18_3685;Spain;EMEA
1;65;100;10468,9;Classic Cars;S18_3685;Denmark;EMEA
3;43;100;5589,14;Classic Cars;S18_3685;Austria;EMEA
12;43;67,77;2914,11;Motorcycles;S18_3782;Philippines;Japan
16;35;49,74;1740,9;Motorcycles;S18_3782;France;EMEA
13;45;50,36;2266,2;Motorcycles;S18_3782;USA;NA
2;47;67,14;3155,58;Motorcycles;S18_3782;USA;NA
8;21;64,66;1357,86;Motorcycles;S18_3782;USA;NA
8;38;68,39;2598,82;Motorcycles;S18_3782;Australia;APAC
3;21;50,36;1057,56;Motorcycles;S18_3782;France;EMEA
9;43;72,74;3127,82;Motorcycles;S18_3782;Germany;EMEA
8;46;54,09;2488,14;Motorcycles;S18_3782;France;EMEA
1;38;58,44;2220,72;Motorcycles;S18_3782;France;EMEA
1;26;52,22;1357,72;Motorcycles;S18_3782;USA;NA
5;31;52,84;1638,04;Motorcycles;S18_3782;France;EMEA
3;48;54,71;2626,08;Motorcycles;S18_3782;USA;NA
9;33;50,36;1661,88;Motorcycles;S18_3782;USA;NA
1;38;57,2;2173,6;Motorcycles;S18_3782;France;EMEA
3;39;55,95;2182,05;Motorcycles;S18_3782;Finland;EMEA
16;42;67,14;2819,88;Motorcycles;S18_3782;Germany;EMEA
4;44;59,06;2598,64;Motorcycles;S18_3782;USA;NA
2;29;69,63;2019,27;Motorcycles;S18_3782;Philippines;Japan
8;26;55,95;1454,7;Motorcycles;S18_3782;Australia;APAC
1;31;53,47;1657,57;Motorcycles;S18_3782;Spain;EMEA
12;64;89,12;5703,68;Motorcycles;S18_3782;Finland;EMEA
9;56;100;9219,28;Motorcycles;S18_3782;Spain;EMEA
2;72;100;10159,92;Motorcycles;S18_3782;USA;NA
1;72;52,22;3759,84;Motorcycles;S18_3782;UK;EMEA
17;41;100;4774,86;Vintage Cars;S18_3856;Italy;EMEA
8;27;99,52;2687,04;Vintage Cars;S18_3856;Austria;EMEA
1;33;100;3423,75;Vintage Cars;S18_3856;USA;NA
12;34;100;3455,76;Vintage Cars;S18_3856;USA;NA
10;29;100;3622,97;Vintage Cars;S18_3856;Finland;EMEA
6;34;100;3599,58;Vintage Cars;S18_3856;Sweden;EMEA
9;48;100;5386,56;Vintage Cars;S18_3856;France;EMEA
6;46;100;4918,78;Vintage Cars;S18_3856;UK;EMEA
3;22;100;2538,8;Vintage Cars;S18_3856;Spain;EMEA
5;20;100;2498,6;Vintage Cars;S18_3856;USA;NA
9;45;85,75;3858,75;Vintage Cars;S18_3856;USA;NA
5;46;100;5600,5;Vintage Cars;S18_3856;USA;NA
14;34;100;4103,46;Vintage Cars;S18_3856;Spain;EMEA
1;50;85,75;4287,5;Vintage Cars;S18_3856;Belgium;EMEA
3;46;100;5795,54;Vintage Cars;S18_3856;Canada;NA
12;22;84,7;1863,4;Vintage Cars;S18_3856;Germany;EMEA
6;48;86,81;4166,88;Vintage Cars;S18_3856;USA;NA
14;47;86,81;4080,07;Vintage Cars;S18_3856;UK;EMEA
6;34;100;3815,48;Vintage Cars;S18_3856;Italy;EMEA
2;45;100;5526,45;Vintage Cars;S18_3856;Belgium;EMEA
2;20;100;3374,6;Vintage Cars;S18_3856;UK;EMEA
6;50;60,49;3024,5;Vintage Cars;S18_3856;Finland;EMEA
6;44;57,55;2532,2;Vintage Cars;S18_3856;Spain;EMEA
17;45;100;4811,85;Vintage Cars;S18_3856;France;EMEA
6;116;100;14614,84;Vintage Cars;S18_3856;USA;NA
5;102;100;12418,5;Vintage Cars;S18_3856;Australia;APAC
3;38;100;5348,5;Classic Cars;S18_4027;Spain;EMEA
12;22;100;2780,58;Classic Cars;S18_4027;Singapore;Japan
5;25;100;3447;Classic Cars;S18_4027;USA;NA
15;24;100;3791,52;Classic Cars;S18_4027;USA;NA
1;35;100;4524,1;Classic Cars;S18_4027;Australia;APAC
6;28;100;3337,6;Classic Cars;S18_4027;Singapore;Japan
5;36;100;5532,12;Classic Cars;S18_4027;Italy;EMEA
16;39;100;5096,91;Classic Cars;S18_4027;USA;NA
8;27;100;4537,08;Classic Cars;S18_4027;USA;NA
1;40;100;6146,8;Classic Cars;S18_4027;USA;NA
5;50;100;8258;Classic Cars;S18_4027;Ireland;EMEA
3;42;100;7238,28;Classic Cars;S18_4027;Germany;EMEA
5;48;100;6756;Classic Cars;S18_4027;Finland;EMEA
5;25;100;3734;Classic Cars;S18_4027;USA;NA
8;31;100;4674,8;Classic Cars;S18_4027;USA;NA
2;44;100;7140,76;Classic Cars;S18_4027;USA;NA
16;23;100;3600,65;Classic Cars;S18_4027;UK;EMEA
8;29;100;4206,74;Classic Cars;S18_4027;Denmark;EMEA
13;49;100;5379,71;Classic Cars;S18_4027;USA;NA
3;36;100;5679,36;Classic Cars;S18_4027;USA;NA
5;34;100;4394,84;Classic Cars;S18_4027;USA;NA
13;25;100;2528,25;Classic Cars;S18_4027;Spain;EMEA
6;48;100;7031,52;Classic Cars;S18_4027;Japan;Japan
1;38;100;5340,9;Classic Cars;S18_4027;Spain;EMEA
1;37;100;6376,58;Classic Cars;S18_4027;Spain;EMEA
5;98;100;13793,5;Classic Cars;S18_4027;USA;NA
4;22;86,51;1903,22;Vintage Cars;S18_4409;USA;NA
8;28;89,27;2499,56;Vintage Cars;S18_4409;UK;EMEA
7;36;85,59;3081,24;Vintage Cars;S18_4409;USA;NA
1;34;100;3598,22;Vintage Cars;S18_4409;Australia;APAC
10;39;100;3912,09;Vintage Cars;S18_4409;USA;NA
14;21;75,46;1584,66;Vintage Cars;S18_4409;Italy;EMEA
11;36;100;3942,72;Vintage Cars;S18_4409;USA;NA
15;24;97,55;2341,2;Vintage Cars;S18_4409;Australia;APAC
5;29;85,59;2482,11;Vintage Cars;S18_4409;USA;NA
1;38;94,79;3602,02;Vintage Cars;S18_4409;UK;EMEA
11;34;100;3566,94;Vintage Cars;S18_4409;France;EMEA
3;42;90,19;3787,98;Vintage Cars;S18_4409;France;EMEA
17;35;100;3704,05;Vintage Cars;S18_4409;Italy;EMEA
6;35;80,99;2834,65;Vintage Cars;S18_4409;Singapore;APAC
2;38;89,27;3392,26;Vintage Cars;S18_4409;UK;EMEA
1;41;81,91;3358,31;Vintage Cars;S18_4409;Spain;EMEA
2;50;100;7310;Vintage Cars;S18_4409;UK;EMEA
4;21;100;2203,11;Vintage Cars;S18_4409;France;EMEA
8;86;62,72;5393,92;Vintage Cars;S18_4409;USA;NA
1;32;100;3376,64;Vintage Cars;S18_4409;Spain;EMEA
3;6;90,19;541,14;Vintage Cars;S18_4409;USA;NA
6;66;92,95;6134,7;Vintage Cars;S18_4409;Australia;APAC
10;41;82,5;3382,5;Vintage Cars;S18_4522;Denmark;EMEA
